"REF_DATE","GEO","DGUID","Wages","Type of work","National Occupational Classification (NOC)","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Legislative and senior management occupations [00]","Females","25 to 54 years","Current dollars","75","units","0","v1481406231","1.2.2.3.3.3","73.53","","","","2"
"2021","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Legislative and senior management occupations [00]","Females","25 to 54 years","Current dollars","75","units","0","v1481406231","1.2.2.3.3.3","73.80","","","","2"
"2022","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Legislative and senior management occupations [00]","Females","25 to 54 years","Current dollars","75","units","0","v1481406231","1.2.2.3.3.3","83.18","","","","2"
"2023","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Legislative and senior management occupations [00]","Females","25 to 54 years","Current dollars","75","units","0","v1481406231","1.2.2.3.3.3","81.19","","","","2"
"2018","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Specialized middle management occupations [10, 20, 30, 40, 50]","Females","25 to 54 years","Current dollars","75","units","0","v1481406243","1.2.2.4.3.3","46.20","","","","2"
"2019","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Specialized middle management occupations [10, 20, 30, 40, 50]","Females","25 to 54 years","Current dollars","75","units","0","v1481406243","1.2.2.4.3.3","47.21","","","","2"
"2020","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Specialized middle management occupations [10, 20, 30, 40, 50]","Females","25 to 54 years","Current dollars","75","units","0","v1481406243","1.2.2.4.3.3","49.33","","","","2"
"2021","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Specialized middle management occupations [10, 20, 30, 40, 50]","Females","25 to 54 years","Current dollars","75","units","0","v1481406243","1.2.2.4.3.3","51.86","","","","2"
"2022","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Specialized middle management occupations [10, 20, 30, 40, 50]","Females","25 to 54 years","Current dollars","75","units","0","v1481406243","1.2.2.4.3.3","53.26","","","","2"
"2023","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Specialized middle management occupations [10, 20, 30, 40, 50]","Females","25 to 54 years","Current dollars","75","units","0","v1481406243","1.2.2.4.3.3","56.42","","","","2"
"2018","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Middle management occupations in retail and wholesale trade and customer services [60]","Females","25 to 54 years","Current dollars","75","units","0","v1481406255","1.2.2.5.3.3","30.62","","","","2"
"2019","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Middle management occupations in retail and wholesale trade and customer services [60]","Females","25 to 54 years","Current dollars","75","units","0","v1481406255","1.2.2.5.3.3","29.81","","","","2"
"2020","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Middle management occupations in retail and wholesale trade and customer services [60]","Females","25 to 54 years","Current dollars","75","units","0","v1481406255","1.2.2.5.3.3","31.79","","","","2"
"2021","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Middle management occupations in retail and wholesale trade and customer services [60]","Females","25 to 54 years","Current dollars","75","units","0","v1481406255","1.2.2.5.3.3","36.11","","","","2"
"2022","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Middle management occupations in retail and wholesale trade and customer services [60]","Females","25 to 54 years","Current dollars","75","units","0","v1481406255","1.2.2.5.3.3","35.59","","","","2"
"2023","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Middle management occupations in retail and wholesale trade and customer services [60]","Females","25 to 54 years","Current dollars","75","units","0","v1481406255","1.2.2.5.3.3","38.20","","","","2"
"2018","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Middle management occupations in trades, transportation, production and utilities [70, 80, 90]","Females","25 to 54 years","Current dollars","75","units","0","v1481406267","1.2.2.6.3.3","39.20","","","","2"
"2019","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Middle management occupations in trades, transportation, production and utilities [70, 80, 90]","Females","25 to 54 years","Current dollars","75","units","0","v1481406267","1.2.2.6.3.3","42.81","","","","2"
"2020","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Middle management occupations in trades, transportation, production and utilities [70, 80, 90]","Females","25 to 54 years","Current dollars","75","units","0","v1481406267","1.2.2.6.3.3","46.67","","","","2"
"2021","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Middle management occupations in trades, transportation, production and utilities [70, 80, 90]","Females","25 to 54 years","Current dollars","75","units","0","v1481406267","1.2.2.6.3.3","44.03","","","","2"
"2022","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Middle management occupations in trades, transportation, production and utilities [70, 80, 90]","Females","25 to 54 years","Current dollars","75","units","0","v1481406267","1.2.2.6.3.3","47.05","","","","2"
"2023","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Middle management occupations in trades, transportation, production and utilities [70, 80, 90]","Females","25 to 54 years","Current dollars","75","units","0","v1481406267","1.2.2.6.3.3","49.85","","","","2"
"2018","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Business, finance and administration occupations, except management [11-14]","Females","25 to 54 years","Current dollars","75","units","0","v1481406279","1.2.2.7.3.3","27.40","","","","2"
"2019","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Business, finance and administration occupations, except management [11-14]","Females","25 to 54 years","Current dollars","75","units","0","v1481406279","1.2.2.7.3.3","28.18","","","","2"
"2020","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Business, finance and administration occupations, except management [11-14]","Females","25 to 54 years","Current dollars","75","units","0","v1481406279","1.2.2.7.3.3","29.42","","","","2"
"2021","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Business, finance and administration occupations, except management [11-14]","Females","25 to 54 years","Current dollars","75","units","0","v1481406279","1.2.2.7.3.3","30.22","","","","2"
"2022","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Business, finance and administration occupations, except management [11-14]","Females","25 to 54 years","Current dollars","75","units","0","v1481406279","1.2.2.7.3.3","31.07","","","","2"
"2023","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Business, finance and administration occupations, except management [11-14]","Females","25 to 54 years","Current dollars","75","units","0","v1481406279","1.2.2.7.3.3","32.78","","","","2"
"2018","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in finance and business [11]","Females","25 to 54 years","Current dollars","75","units","0","v1481406291","1.2.2.8.3.3","34.63","","","","2"
"2019","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in finance and business [11]","Females","25 to 54 years","Current dollars","75","units","0","v1481406291","1.2.2.8.3.3","35.44","","","","2"
"2020","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in finance and business [11]","Females","25 to 54 years","Current dollars","75","units","0","v1481406291","1.2.2.8.3.3","36.17","","","","2"
"2021","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in finance and business [11]","Females","25 to 54 years","Current dollars","75","units","0","v1481406291","1.2.2.8.3.3","37.18","","","","2"
"2022","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in finance and business [11]","Females","25 to 54 years","Current dollars","75","units","0","v1481406291","1.2.2.8.3.3","38.95","","","","2"
"2023","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in finance and business [11]","Females","25 to 54 years","Current dollars","75","units","0","v1481406291","1.2.2.8.3.3","41.65","","","","2"
"2018","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in finance [111]","Females","25 to 54 years","Current dollars","75","units","0","v1481406303","1.2.2.9.3.3","34.47","","","","2"
"2019","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in finance [111]","Females","25 to 54 years","Current dollars","75","units","0","v1481406303","1.2.2.9.3.3","35.31","","","","2"
"2020","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in finance [111]","Females","25 to 54 years","Current dollars","75","units","0","v1481406303","1.2.2.9.3.3","36.99","","","","2"
"2021","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in finance [111]","Females","25 to 54 years","Current dollars","75","units","0","v1481406303","1.2.2.9.3.3","38.38","","","","2"
"2022","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in finance [111]","Females","25 to 54 years","Current dollars","75","units","0","v1481406303","1.2.2.9.3.3","40.33","","","","2"
"2023","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in finance [111]","Females","25 to 54 years","Current dollars","75","units","0","v1481406303","1.2.2.9.3.3","42.74","","","","2"
"2018","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in business [112]","Females","25 to 54 years","Current dollars","75","units","0","v1481406315","1.2.2.10.3.3","34.81","","","","2"
"2019","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in business [112]","Females","25 to 54 years","Current dollars","75","units","0","v1481406315","1.2.2.10.3.3","35.58","","","","2"
"2020","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in business [112]","Females","25 to 54 years","Current dollars","75","units","0","v1481406315","1.2.2.10.3.3","35.38","","","","2"
"2021","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in business [112]","Females","25 to 54 years","Current dollars","75","units","0","v1481406315","1.2.2.10.3.3","36.24","","","","2"
"2022","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in business [112]","Females","25 to 54 years","Current dollars","75","units","0","v1481406315","1.2.2.10.3.3","37.82","","","","2"
"2023","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in business [112]","Females","25 to 54 years","Current dollars","75","units","0","v1481406315","1.2.2.10.3.3","40.74","","","","2"
"2018","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Administrative and financial supervisors and specialized administrative occupations [12]","Females","25 to 54 years","Current dollars","75","units","0","v1481406327","1.2.2.11.3.3","29.06","","","","2"
"2019","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Administrative and financial supervisors and specialized administrative occupations [12]","Females","25 to 54 years","Current dollars","75","units","0","v1481406327","1.2.2.11.3.3","29.88","","","","2"
"2020","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Administrative and financial supervisors and specialized administrative occupations [12]","Females","25 to 54 years","Current dollars","75","units","0","v1481406327","1.2.2.11.3.3","30.80","","","","2"
"2021","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Administrative and financial supervisors and specialized administrative occupations [12]","Females","25 to 54 years","Current dollars","75","units","0","v1481406327","1.2.2.11.3.3","31.57","","","","2"
"2022","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Administrative and financial supervisors and specialized administrative occupations [12]","Females","25 to 54 years","Current dollars","75","units","0","v1481406327","1.2.2.11.3.3","31.91","","","","2"
"2023","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Administrative and financial supervisors and specialized administrative occupations [12]","Females","25 to 54 years","Current dollars","75","units","0","v1481406327","1.2.2.11.3.3","33.55","","","","2"
"2018","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Administrative occupations and transportation logistics occupations [13]","Females","25 to 54 years","Current dollars","75","units","0","v1481406339","1.2.2.12.3.3","24.73","","","","2"
"2019","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Administrative occupations and transportation logistics occupations [13]","Females","25 to 54 years","Current dollars","75","units","0","v1481406339","1.2.2.12.3.3","25.80","","","","2"
"2020","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Administrative occupations and transportation logistics occupations [13]","Females","25 to 54 years","Current dollars","75","units","0","v1481406339","1.2.2.12.3.3","26.41","","","","2"
"2021","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Administrative occupations and transportation logistics occupations [13]","Females","25 to 54 years","Current dollars","75","units","0","v1481406339","1.2.2.12.3.3","26.85","","","","2"
"2022","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Administrative occupations and transportation logistics occupations [13]","Females","25 to 54 years","Current dollars","75","units","0","v1481406339","1.2.2.12.3.3","27.54","","","","2"
"2023","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Administrative occupations and transportation logistics occupations [13]","Females","25 to 54 years","Current dollars","75","units","0","v1481406339","1.2.2.12.3.3","28.87","","","","2"
"2018","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Administrative and financial support and supply chain logistics occupations [14]","Females","25 to 54 years","Current dollars","75","units","0","v1481406351","1.2.2.13.3.3","22.61","","","","2"
"2019","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Administrative and financial support and supply chain logistics occupations [14]","Females","25 to 54 years","Current dollars","75","units","0","v1481406351","1.2.2.13.3.3","22.80","","","","2"
"2020","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Administrative and financial support and supply chain logistics occupations [14]","Females","25 to 54 years","Current dollars","75","units","0","v1481406351","1.2.2.13.3.3","23.92","","","","2"
"2021","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Administrative and financial support and supply chain logistics occupations [14]","Females","25 to 54 years","Current dollars","75","units","0","v1481406351","1.2.2.13.3.3","24.16","","","","2"
"2022","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Administrative and financial support and supply chain logistics occupations [14]","Females","25 to 54 years","Current dollars","75","units","0","v1481406351","1.2.2.13.3.3","24.43","","","","2"
"2023","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Administrative and financial support and supply chain logistics occupations [14]","Females","25 to 54 years","Current dollars","75","units","0","v1481406351","1.2.2.13.3.3","25.30","","","","2"
"2018","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Natural and applied sciences and related occupations, except management [21-22]","Females","25 to 54 years","Current dollars","75","units","0","v1481406363","1.2.2.14.3.3","34.95","","","","2"
"2019","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Natural and applied sciences and related occupations, except management [21-22]","Females","25 to 54 years","Current dollars","75","units","0","v1481406363","1.2.2.14.3.3","35.84","","","","2"
"2020","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Natural and applied sciences and related occupations, except management [21-22]","Females","25 to 54 years","Current dollars","75","units","0","v1481406363","1.2.2.14.3.3","37.14","","","","2"
"2021","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Natural and applied sciences and related occupations, except management [21-22]","Females","25 to 54 years","Current dollars","75","units","0","v1481406363","1.2.2.14.3.3","38.00","","","","2"
"2022","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Natural and applied sciences and related occupations, except management [21-22]","Females","25 to 54 years","Current dollars","75","units","0","v1481406363","1.2.2.14.3.3","39.84","","","","2"
"2023","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Natural and applied sciences and related occupations, except management [21-22]","Females","25 to 54 years","Current dollars","75","units","0","v1481406363","1.2.2.14.3.3","42.13","","","","2"
"2018","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in natural and applied sciences [21]","Females","25 to 54 years","Current dollars","75","units","0","v1481406375","1.2.2.15.3.3","38.53","","","","2"
"2019","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in natural and applied sciences [21]","Females","25 to 54 years","Current dollars","75","units","0","v1481406375","1.2.2.15.3.3","39.02","","","","2"
"2020","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in natural and applied sciences [21]","Females","25 to 54 years","Current dollars","75","units","0","v1481406375","1.2.2.15.3.3","40.46","","","","2"
"2021","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in natural and applied sciences [21]","Females","25 to 54 years","Current dollars","75","units","0","v1481406375","1.2.2.15.3.3","41.24","","","","2"
"2022","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in natural and applied sciences [21]","Females","25 to 54 years","Current dollars","75","units","0","v1481406375","1.2.2.15.3.3","43.38","","","","2"
"2023","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in natural and applied sciences [21]","Females","25 to 54 years","Current dollars","75","units","0","v1481406375","1.2.2.15.3.3","45.62","","","","2"
"2018","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in natural sciences [211]","Females","25 to 54 years","Current dollars","75","units","0","v1481406387","1.2.2.16.3.3","37.04","","","","2"
"2019","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in natural sciences [211]","Females","25 to 54 years","Current dollars","75","units","0","v1481406387","1.2.2.16.3.3","36.71","","","","2"
"2020","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in natural sciences [211]","Females","25 to 54 years","Current dollars","75","units","0","v1481406387","1.2.2.16.3.3","38.34","","","","2"
"2021","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in natural sciences [211]","Females","25 to 54 years","Current dollars","75","units","0","v1481406387","1.2.2.16.3.3","38.62","","","","2"
"2022","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in natural sciences [211]","Females","25 to 54 years","Current dollars","75","units","0","v1481406387","1.2.2.16.3.3","41.76","","","","2"
"2023","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in natural sciences [211]","Females","25 to 54 years","Current dollars","75","units","0","v1481406387","1.2.2.16.3.3","41.75","","","","2"
"2018","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in applied sciences (except engineering) [212]","Females","25 to 54 years","Current dollars","75","units","0","v1481406399","1.2.2.17.3.3","37.56","","","","2"
"2019","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in applied sciences (except engineering) [212]","Females","25 to 54 years","Current dollars","75","units","0","v1481406399","1.2.2.17.3.3","38.29","","","","2"
"2020","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in applied sciences (except engineering) [212]","Females","25 to 54 years","Current dollars","75","units","0","v1481406399","1.2.2.17.3.3","40.39","","","","2"
"2021","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in applied sciences (except engineering) [212]","Females","25 to 54 years","Current dollars","75","units","0","v1481406399","1.2.2.17.3.3","41.06","","","","2"
"2022","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in applied sciences (except engineering) [212]","Females","25 to 54 years","Current dollars","75","units","0","v1481406399","1.2.2.17.3.3","42.98","","","","2"
"2023","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in applied sciences (except engineering) [212]","Females","25 to 54 years","Current dollars","75","units","0","v1481406399","1.2.2.17.3.3","45.85","","","","2"
"2018","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in engineering [213]","Females","25 to 54 years","Current dollars","75","units","0","v1481406411","1.2.2.18.3.3","42.61","","","","2"
"2019","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in engineering [213]","Females","25 to 54 years","Current dollars","75","units","0","v1481406411","1.2.2.18.3.3","43.53","","","","2"
"2020","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in engineering [213]","Females","25 to 54 years","Current dollars","75","units","0","v1481406411","1.2.2.18.3.3","42.51","","","","2"
"2021","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in engineering [213]","Females","25 to 54 years","Current dollars","75","units","0","v1481406411","1.2.2.18.3.3","43.76","","","","2"
"2022","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in engineering [213]","Females","25 to 54 years","Current dollars","75","units","0","v1481406411","1.2.2.18.3.3","46.24","","","","2"
"2023","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in engineering [213]","Females","25 to 54 years","Current dollars","75","units","0","v1481406411","1.2.2.18.3.3","47.91","","","","2"
"2018","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Females","25 to 54 years","Current dollars","75","units","0","v1481406423","1.2.2.19.3.3","29.06","","","","2"
"2019","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Females","25 to 54 years","Current dollars","75","units","0","v1481406423","1.2.2.19.3.3","29.57","","","","2"
"2020","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Females","25 to 54 years","Current dollars","75","units","0","v1481406423","1.2.2.19.3.3","30.43","","","","2"
"2021","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Females","25 to 54 years","Current dollars","75","units","0","v1481406423","1.2.2.19.3.3","30.91","","","","2"
"2022","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Females","25 to 54 years","Current dollars","75","units","0","v1481406423","1.2.2.19.3.3","31.79","","","","2"
"2023","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Technical occupations related to natural and applied sciences [22]","Females","25 to 54 years","Current dollars","75","units","0","v1481406423","1.2.2.19.3.3","33.64","","","","2"
"2018","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Health occupations, except management [31-33]","Females","25 to 54 years","Current dollars","75","units","0","v1481406435","1.2.2.20.3.3","30.75","","","","2"
"2019","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Health occupations, except management [31-33]","Females","25 to 54 years","Current dollars","75","units","0","v1481406435","1.2.2.20.3.3","31.33","","","","2"
"2020","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Health occupations, except management [31-33]","Females","25 to 54 years","Current dollars","75","units","0","v1481406435","1.2.2.20.3.3","32.87","","","","2"
"2021","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Health occupations, except management [31-33]","Females","25 to 54 years","Current dollars","75","units","0","v1481406435","1.2.2.20.3.3","32.97","","","","2"
"2022","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Health occupations, except management [31-33]","Females","25 to 54 years","Current dollars","75","units","0","v1481406435","1.2.2.20.3.3","35.09","","","","2"
"2023","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Health occupations, except management [31-33]","Females","25 to 54 years","Current dollars","75","units","0","v1481406435","1.2.2.20.3.3","35.84","","","","2"
"2018","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in health [31]","Females","25 to 54 years","Current dollars","75","units","0","v1481406447","1.2.2.21.3.3","38.44","","","","2"
"2019","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in health [31]","Females","25 to 54 years","Current dollars","75","units","0","v1481406447","1.2.2.21.3.3","39.64","","","","2"
"2020","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in health [31]","Females","25 to 54 years","Current dollars","75","units","0","v1481406447","1.2.2.21.3.3","40.70","","","","2"
"2021","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in health [31]","Females","25 to 54 years","Current dollars","75","units","0","v1481406447","1.2.2.21.3.3","40.68","","","","2"
"2022","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in health [31]","Females","25 to 54 years","Current dollars","75","units","0","v1481406447","1.2.2.21.3.3","43.06","","","","2"
"2023","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in health [31]","Females","25 to 54 years","Current dollars","75","units","0","v1481406447","1.2.2.21.3.3","43.89","","","","2"
"2018","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Health treating and consultation services professionals [311]","Females","25 to 54 years","Current dollars","75","units","0","v1481406459","1.2.2.22.3.3","40.06","","","","2"
"2019","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Health treating and consultation services professionals [311]","Females","25 to 54 years","Current dollars","75","units","0","v1481406459","1.2.2.22.3.3","43.80","","","","2"
"2020","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Health treating and consultation services professionals [311]","Females","25 to 54 years","Current dollars","75","units","0","v1481406459","1.2.2.22.3.3","44.94","","","","2"
"2021","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Health treating and consultation services professionals [311]","Females","25 to 54 years","Current dollars","75","units","0","v1481406459","1.2.2.22.3.3","44.16","","","","2"
"2022","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Health treating and consultation services professionals [311]","Females","25 to 54 years","Current dollars","75","units","0","v1481406459","1.2.2.22.3.3","48.54","","","","2"
"2023","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Health treating and consultation services professionals [311]","Females","25 to 54 years","Current dollars","75","units","0","v1481406459","1.2.2.22.3.3","50.18","","","","2"
"2018","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Therapy and assessment professionals [312]","Females","25 to 54 years","Current dollars","75","units","0","v1481406471","1.2.2.23.3.3","39.31","","","","2"
"2019","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Therapy and assessment professionals [312]","Females","25 to 54 years","Current dollars","75","units","0","v1481406471","1.2.2.23.3.3","39.33","","","","2"
